0		707		
0		709		
0		717		
0		759		
0		765		
0		763		
0		753		
0		751		
0		505		
0		604		
0		596		
0		594		
0		593		
0		587		
0		557		
0		549		
0		547		
0		548		
0		553		
0		569		
0		569		
0		447		
0		449		
0		457		
0		499		
0		685		
0		689		
0		703		
0		319		
0		301		
0		297		
0		294		
0		285		
0		243		
0		229		
0		225		
0		228		
0		238		
0		271		
0		31		
0		27		
0		8		
0		1		
0		0		
0		4		
0		18		
0		75		
0		84		
0		85		
0		88		
0		99		
0		101		
0		33		
0		41		
0		95		
0		825		
0		744		
0		821		
0		793		
0		786		
0		785		
0		784		
0		780		
0		744		
0		740		
0		739		
0		875		
0		873		
0		855		
0		852		
0		851		
0		783		
0		776		
0		775		
0		524		
0		666		
0		668		
0		682		
0		680		
0		652		
0		648		
0		647		
0		647		
0		643		
0		623		
0		619		
0		479		
0		725		
0		727		
0		737		
0		480		
0		484		
0		520		
0		54		
0		61		
0		109		
0		115		
0		114		
0		116		
0		123		
0		124		
0		392		
0		395		
0		412		
0		415		
0		409		
0		371		
0		364		
0		362		
0		356		
0		332		
0		326		
0		69		
0		67		
0		55		
0		51		
0		52		
0		53		
0		70		
0		74		
0		120		
0		5740		
0		5737		
0		5739		
0		5725		
0		5721		
0		5722		
0		5724		
0		5731		
0		5769		
0		5775		
0		5774		
0		5776		
0		5783		
0		5784		
0		5744		
0		5780		
0		6139		
0		6140		
0		6144		
0		6180		
0		6184		
0		6183		
0		6176		
0		6174		
0		6175		
0		6169		
0		6131		
0		6124		
0		6121		
0		6125		
0		6137		
0		5374		
0		5376		
0		5383		
0		5384		
0		5380		
0		5344		
0		5340		
0		5192		
0		5339		
0		5337		
0		5325		
0		5321		
0		5322		
0		5324		
0		5331		
0		5369		
0		5375		
0		4976		
0		4974		
0		4975		
0		4969		
0		4931		
0		4924		
0		4922		
0		4921		
0		4925		
0		4937		
0		4938		
0		4939		
0		4940		
0		4944		
0		4980		
0		4984		
0		4983		
0		4540		
0		4544		
0		4580		
0		4584		
0		4583		
0		4576		
0		4574		
0		4569		
0		4575		
0		4531		
0		4524		
0		4522		
0		4521		
0		4525		
0		4537		
0		4539		
0		6521		
0		6522		
0		6524		
0		6531		
0		6569		
0		6573		
0		6575		
0		6574		
0		6576		
0		6583		
0		6584		
0		6580		
0		6544		
0		6540		
0		6539		
0		6537		
0		6525		
0		4108		
0		4113		
0		4135		
0		4136		
0		4139		
