0		2954		
0		2945		
0		2914		
0		2905		
0		2882		
0		6272		
0		6275		
0		6292		
0		6295		
0		6662		
0		6652		
0		6649		
0		6648		
0		6639		
0		6600		
0		6591		
0		5144		
0		5142		
0		5124		
0		5122		
0		6289		
0		6255		
0		6249		
0		6215		
0		6209		
0		6171		
0		6164		
0		6162		
0		6156		
0		6132		
0		6126		
0		2825		
0		2825		
0		2829		
0		2843		
0		2873		
0		5099		
0		5100		
0		5104		
0		5140		
0		5095		
0		5069		
0		5065		
0		6514		
0		6500		
0		6496	
0		3194		
0		3185		
0		3154		
0		3145		
0		3122		
0		6282		
0		6284		
0		6302		
0		6304		
0		6456		
0		6459		
0		6470		
0		6424		
0		6472		
0		6466		
0		6418		
0		4959		
0		4956		
0		4943		
0		4940		
0		3113		
0		3083		
0		3069		
0		3065		
0		6300		
0		6264		
0		6260		
0		6224		
0		6220		
0		6184		
0		6180		
0		6179		
0		4916		
0		4918		
0		4925		
0		4953		
0		6145		
0		6149		
0		6175		
0		6305		
0		6311		
0		6329		
0		4910		
0		4892		
0		4886	
0		2474		
0		2465		
0		2434		
0		2425		
0		2402		
0		2402		
0		2402		
0		6979		
0		6981		
0		6999		
0		7001		
0		6997		
0		6961		
0		6957		
0		6921		
0		6917		
0		6881		
0		6877		
0		6876		
0		5300		
0		5303		
0		5316		
0		5319		
0		7115		
0		7121		
0		7163		
0		7169		
0		7167		
0		7156		
0		7153		
0		5278		
0		5285		
0		5313		
0		2393		
0		2363		
0		2349		
0		2345		
0		2345		
0		5276		
0		7026		
0		7008		
0		7002		
0		6872		
0		6846		
0		6842		
0		5246		
0		5252		
0		5270	
0		2234		
0		2225		
0		2194		
0		2185		
0		2162		
0		2153		
0		2153		
0		2153		
0		2123		
0		2109		
0		2105		
0		5482		
0		5484		
0		5502		
0		5504		
0		7443		
0		7452		
0		7481		
0		7490		
0		7491		
0		7494		
0		7504		
0		6992		
0		6989		
0		6972		
0		6969		
0		2105		
0		6986		
0		6952		
0		6946		
0		6912		
0		6906		
0		6868		
0		6861		
0		6859		
0		5459		
0		5460		
0		5464		
0		5500		
0		6823		
0		6829		
0		6853		
0		5455		
0		5429		
0		5425		
0		7368		
0		7372		
0		7386	
0		1981		
0		1981		
0		1975		
0		1975		
0		1931		
0		1925		
0		1891		
0		7676		
0		7678		
0		7696		
0		7698		
0		7672		
0		5660		
0		5663		
0		5676		
0		5679		
0		8003		
0		8009		
0		8051		
0		8057		
0		8055		
0		8044		
0		8041		
0		7694		
0		7658		
0		7654		
0		7618		
0		7614		
0		7578		
0		7574		
0		7573		
0		5673		
0		5645		
0		5638		
0		5636		
0		1885		
0		1846		
0		1838		
0		1836		
0		1836		
0		7569		
0		7543		
0		7539		
0		5606		
0		5612		
0		5630			0		4394		
0		4385		
0		4354		
0		4345		
0		4322		
0		4322		
0		5842		
0		5844		
0		5862		
0		5864		
0		7794		
0		7803		
0		7842		
0		7851		
0		7852		
0		7855		
0		7865		
0		7689		
0		7686		
0		7669		
0		7666		
0		7683		
0		7649		
0		7643		
0		7609		
0		7603		
0		7565		
0		7558		
0		7556		
0		5860		
0		5824		
0		5820		
0		5819		
0		4313		
0		4283		
0		4269		
0		4265		
0		4265		
0		7520		
0		7526		
0		7550		
0		5815		
0		5789		
0		5785		
0		7699		
0		7703		
0		7717		
0		3842		
0		3842		
0		3914		
0		3905		
0		3874		
0		3865		
0		3842		
0		8373		
0		8375		
0		8393		
0		8395		
0		8883		
0		8886		
0		8897		
0		8899		
0		8893		
0		8861		
0		8855		
0		6039		
0		6036		
0		6023		
0		6020		
0		8391		
0		8355		
0		8351		
0		8315		
0		8311		
0		8275		
0		8271		
0		8270		
0		6033		
0		6005		
0		5998		
0		5996		
0		3833		
0		3803		
0		3789		
0		3785		
0		8236		
0		8240		
0		8266		
0		8762		
0		8768		
0		8786		
0		5990		
0		5972		
0		5966	
0		3674		
0		3674		
0		3665		
0		3634		
0		3625		
0		3602		
0		8363		
0		8366		
0		8383		
0		8386		
0		8380		
0		8346		
0		8340		
0		8306		
0		8300		
0		8262		
0		8255		
0		8253		
0		8562		
0		8552		
0		8549		
0		8548		
0		8539		
0		8500		
0		8491		
0		4784		
0		4780		
0		4744		
0		4740		
0		4739		
0		4782		
0		4764		
0		4762		
0		3593		
0		3563		
0		3549		
0		3545		
0		3549		
0		4735		
0		4709		
0		4705		
0		8217		
0		8223		
0		8247		
0		8414		
0		8400		
0		8396			
